厂别,备件类型,设备类型,膜层,制程,寿命规格,站点,机台号-腔室,参数名称
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1Y900,3AED14-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1Y900,3AED14-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1Y900,3AED14-PC3,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1Y900,3AED15-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1Y900,3AED15-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1Y900,3AED15-PC3,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,17500.0,3AED13-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,17500.0,3AED13-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,17500.0,3AED13-PC3,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,17500.0,3AED14-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,17500.0,3AED14-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,17500.0,3AED14-PC3,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,17500.0,3AED15-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,17500.0,3AED15-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,17500.0,3AED15-PC3,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,19500.0,3AED13-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,19500.0,3AED13-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,19500.0,3AED13-PC3,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,19500.0,3AED14-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,19500.0,3AED14-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,19500.0,3AED14-PC3,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,19500.0,3AED15-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,19500.0,3AED15-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,19500.0,3AED15-PC3,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1W500,3AED13-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1W500,3AED13-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1W500,3AED13-PC3,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1W500,3AED14-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1W500,3AED14-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1W500,3AED14-PC3,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1W500,3AED15-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1W500,3AED15-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,1W500,3AED15-PC3,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,B1900,3AED13-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,B1900,3AED13-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,B1900,3AED13-PC3,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,B1900,3AED14-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,B1900,3AED14-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,B1900,3AED14-PC3,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,B1900,3AED15-PC1,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,B1900,3AED15-PC2,
Array,陶瓷,DET,BPL/PLN,BPL/PLN ASH,70000sheet,B1900,3AED15-PC3,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP01-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP02-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP03-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP04-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP05-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP06-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP07-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP08-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP09-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP10-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP11-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP12-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP13-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP14-EXP,
Array,Nikon曝光灯,EXP,M0,M0_PHT,≤13.5Kw,**400,3APP15-EXP,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED03-PC1,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED03-PC2,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED03-PC4,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED03-PC5,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED04-PC1,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED04-PC2,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED04-PC3,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED04-PC4,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED04-PC5,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED05-PC1,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED05-PC2,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED05-PC3,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED05-PC4,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED05-PC5,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED06-PC4,
TP,陶瓷,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED06-PC5,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED03-PC1,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED03-PC2,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED03-PC4,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED03-PC5,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED04-PC1,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED04-PC2,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED04-PC3,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED04-PC4,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED04-PC5,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED05-PC1,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED05-PC2,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED05-PC3,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED05-PC4,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED05-PC5,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED06-PC4,
TP,下电极,DET,TM1/TM2,TM1/TM2 DET,70000pcs,41500 43500,3TED06-PC5,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED03-PC1,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED03-PC2,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED03-PC4,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED03-PC5,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED04-PC1,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED04-PC2,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED04-PC3,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED04-PC4,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED04-PC5,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED05-PC1,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED05-PC2,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED05-PC3,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED05-PC4,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED05-PC5,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED06-PC4,
TP,阳极,DET,TM1/TM2,TM1/TM2 DET,13000pcs,41500 43500,3TED06-PC5,
TP,陶瓷,DET,TP1,TP1 DET,23000pcs,42500.0,3TED01-PC1,
TP,陶瓷,DET,TP1,TP1 DET,23000pcs,42500.0,3TED01-PC4,
TP,陶瓷,DET,TP1,TP1 DET,23000pcs,42500.0,3TED01-PC5,
TP,陶瓷,DET,TP1,TP1 DET,23000pcs,42500.0,3TED02-PC1,
TP,陶瓷,DET,TP1,TP1 DET,23000pcs,42500.0,3TED02-PC2,
TP,陶瓷,DET,TP1,TP1 DET,23000pcs,42500.0,3TED02-PC3,
TP,陶瓷,DET,TP1,TP1 DET,23000pcs,42500.0,3TED02-PC4,
TP,陶瓷,DET,TP1,TP1 DET,23000pcs,42500.0,3TED02-PC5,
TP,陶瓷,DET,TP1,TP1 DET,23000pcs,42500.0,3TED08-PC4,
TP,陶瓷,DET,TP1,TP1 DET,23000pcs,42500.0,3TED08-PC5,
TP,下电极,DET,TP1,TP1 DET,120000pcs,42500.0,3TED01-PC1,
TP,下电极,DET,TP1,TP1 DET,120000pcs,42500.0,3TED01-PC4,
TP,下电极,DET,TP1,TP1 DET,120000pcs,42500.0,3TED01-PC5,
TP,下电极,DET,TP1,TP1 DET,120000pcs,42500.0,3TED02-PC1,
TP,下电极,DET,TP1,TP1 DET,120000pcs,42500.0,3TED02-PC2,
TP,下电极,DET,TP1,TP1 DET,120000pcs,42500.0,3TED02-PC3,
TP,下电极,DET,TP1,TP1 DET,120000pcs,42500.0,3TED02-PC4,
TP,下电极,DET,TP1,TP1 DET,120000pcs,42500.0,3TED02-PC5,
TP,下电极,DET,TP1,TP1 DET,120000pcs,42500.0,3TED08-PC4,
TP,下电极,DET,TP1,TP1 DET,120000pcs,42500.0,3TED08-PC5,
TP,阳极,DET,TP1,TP1 DET,23000pcs,42500.0,3TED01-PC1,
TP,阳极,DET,TP1,TP1 DET,23000pcs,42500.0,3TED01-PC4,
TP,阳极,DET,TP1,TP1 DET,23000pcs,42500.0,3TED01-PC5,
TP,阳极,DET,TP1,TP1 DET,23000pcs,42500.0,3TED02-PC1,
TP,阳极,DET,TP1,TP1 DET,23000pcs,42500.0,3TED02-PC2,
TP,阳极,DET,TP1,TP1 DET,23000pcs,42500.0,3TED02-PC3,
TP,阳极,DET,TP1,TP1 DET,23000pcs,42500.0,3TED02-PC4,
TP,阳极,DET,TP1,TP1 DET,23000pcs,42500.0,3TED02-PC5,
TP,阳极,DET,TP1,TP1 DET,23000pcs,42500.0,3TED08-PC4,
TP,阳极,DET,TP1,TP1 DET,23000pcs,42500.0,3TED08-PC5,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHA,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHB,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHC,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHD,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHE,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHA,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHB,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHC,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHD,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC03-CHA,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC03-CHC,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC03-CHD,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHA,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHB,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHC,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHD,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHE,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHA,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHB,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHC,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHD,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC03-CHA,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC03-CHC,
TP,Diffuser,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC03-CHD,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHA,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHB,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHC,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHD,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHE,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHA,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHB,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHC,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHD,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC03-CHA,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC03-CHC,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC03-CHD,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHA,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHB,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHC,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHD,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHE,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHA,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHB,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHC,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHD,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC03-CHA,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC03-CHC,
TP,Diffuser,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC03-CHD,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHA,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHB,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHC,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHD,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHE,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHA,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHB,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHC,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHD,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC03-CHA,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC03-CHC,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC03-CHD,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHA,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHB,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHC,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHD,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHE,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHA,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHB,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHC,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHD,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC03-CHA,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC03-CHC,
TP,Backing Plate,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC03-CHD,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHA,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHB,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHC,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHD,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHE,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHA,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHB,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHC,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHD,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC03-CHA,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC03-CHC,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC03-CHD,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHA,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHB,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHC,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHD,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHE,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHA,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHB,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHC,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHD,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC03-CHA,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC03-CHC,
TP,Backing Plate,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC03-CHD,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHA,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHB,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHC,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHD,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHE,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHA,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHB,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHC,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHD,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC03-CHA,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC03-CHC,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC03-CHD,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHA,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHB,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHC,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHD,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC01-CHE,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHA,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHB,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHC,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC02-CHD,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC03-CHA,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC03-CHC,
TP,Susceptor,CVD AKT,TB,TB DEPO,120000pcs,42100.0,3TFC03-CHD,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHA,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHB,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHC,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHD,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC01-CHE,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHA,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHB,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHC,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC02-CHD,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC03-CHA,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC03-CHC,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,41100.0,3TFC03-CHD,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHA,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHB,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHC,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHD,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC01-CHE,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHA,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHB,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHC,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC02-CHD,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC03-CHA,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC03-CHC,
TP,Susceptor,CVD AKT,TP,TP DEPO,120000pcs,42100.0,3TFC03-CHD,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHA,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHB,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHC,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHD,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC01-CHE,
TP,Shadow Frame,CVD AKT,TB,TB DEPO,120000pcs,41100.0,3TFC02-CHA,
